title,Url,description,Assesment Length,job level,languages
COBOL Programming (New),https://www.shl.com/solutions/products/product-catalog/view/cobol-programming-new/,"Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing.",Approximate Completion Time in minutes = 10,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Computer Science (New),https://www.shl.com/solutions/products/product-catalog/view/computer-science-new/,"Multi-choice test that measures the knowledge of operating system, computer architecture, DBMS and basics of computer networks and communication.",Approximate Completion Time in minutes = 12,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Contact Center Call Simulation (New),https://www.shl.com/solutions/products/product-catalog/view/contact-center-call-simulation-new/,Simulation based test that measures the ability to handle customer concerns over a call by referring to standard process documents. It also measures typing and documentation skills.,Approximate Completion Time in minutes = 15,"Entry-Level,","English (USA),"
Conversational Multichat Simulation,https://www.shl.com/solutions/products/product-catalog/view/conversational-multichat-simulation/,"This is a simulation-based test that measures the ability to handle customer concerns over multiple chats by referring to standard process documents. It provides an open-ended chat environment that assesses the candidate’s skills in a real job setting. Candidates are scored based on whether they resolved the customer’s query, the amount of time taken, and the correct use of vocabulary and grammar in their response.",Approximate Completion Time in minutes = 11,,"English (USA),"
Core Java (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/core-java-advanced-level-new/,"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, files and exception handling, and advanced Java concepts like generics, collections, threads, strings and concurrency.",Approximate Completion Time in minutes = 13,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Core Java (Entry Level) (New),https://www.shl.com/solutions/products/product-catalog/view/core-java-entry-level-new/,"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generic class and inner class.",Approximate Completion Time in minutes = 13,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Count Out The Money,https://www.shl.com/solutions/products/product-catalog/view/count-out-the-money/,The Count out the Money –US test measures a candidate’s money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis.,Approximate Completion Time in minutes = 5,"Entry-Level,","English (USA), English (Australia), English (Canada), English International, English (South Africa),"
CSS3 (New),https://www.shl.com/solutions/products/product-catalog/view/css3-new/,Multi-choice test that measures the knowledge of CSS3 and its application in providing style to web documents.,Approximate Completion Time in minutes = 8,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Culinary Skills (New),https://www.shl.com/solutions/products/product-catalog/view/culinary-skills-new/,"Multi-choice test that measures the knowledge of cooking principles, cooking equipment, meal preparation and presentation, and kitchen safety.",Approximate Completion Time in minutes = 7,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),"
Customer Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-simulation/,"As part of Contact Center Simulations, the Customer Service Phone Simulation is designed for entry-level positions in a contact center environment. Sample tasks for these jobs include: verify the customer or account; take ownership of customer issues; interact with customers to provide information; respond positively to difficult, irate, or confused customers; listen attentively to callers; resolve calls in a timely manner; navigate within multiple information menus to view customer account details and process information; and type information quickly and accurately. Potential job titles that use this solution are: Call Center Representative, Contact Center Representative, Contact Center Agent, Customer Service Agent, Customer Service Representative, and Customer Advocate.
""Please note that for Simplified Chinese version the audio is available in both Mandarin and Cantonese.""",Approximate Completion Time in minutes = 20,"Entry-Level,","French (Canada), Portuguese (Brazil), Dutch, Italian, Spanish, French, Latin American Spanish, Chinese Simplified, English (Australia), English International, English (USA),"
Civil Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/civil-engineering-new/,"Multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources engineering.",Approximate Completion Time in minutes = 10,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),"
Cloud Computing (New),https://www.shl.com/solutions/products/product-catalog/view/cloud-computing-new/,"Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.",Approximate Completion Time in minutes = 8,"Mid-Professional, Professional Individual Contributor,","English (USA),"
